Country Name,Country Code,Indicator Name,Indicator Code,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Iraq,IRQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.927,68.98,69.103,69.268,69.432,69.595,69.758,69.921,70.094,70.278,70.473,70.678,
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.395,93.511,93.574,93.587,93.6,93.633,93.667,93.7,93.735,93.773,93.813,93.855,
Israel,ISR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.702,91.763,91.826,91.892,91.96,92.031,92.104,92.179,92.256,92.336,92.418,92.501,
Italy,ITA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.092,68.209,68.327,68.444,68.684,68.979,69.272,69.565,69.855,70.144,70.438,70.736,
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.371,53.557,53.743,53.93,54.132,54.35,54.584,54.833,55.098,55.378,55.674,55.985,
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.692,84.928,86.088,87.172,88.185,89.125,90,90.256,90.506,90.747,90.979,91.203,
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.103,89.989,90.812,91.069,91.148,91.226,91.304,91.381,91.457,91.535,91.616,91.698,
Kazakhstan,KAZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.682,56.755,56.827,56.9,56.973,57.046,57.118,57.191,57.264,57.336,57.428,57.54,
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.8,23.183,23.571,23.969,24.376,24.794,25.221,25.658,26.105,26.562,27.03,27.507,
Kyrgyz Republic,KGZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.285,35.284,35.306,35.352,35.423,35.517,35.635,35.777,35.944,36.135,36.351,36.591,
Cambodia,KHM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.571,19.93,20.294,20.663,21.037,21.415,21.799,22.188,22.582,22.98,23.388,23.805,
Kiribati,KIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.706,46.547,47.39,48.235,49.082,49.927,50.773,51.619,52.45,53.262,54.057,54.835,
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.603,31.463,31.322,31.182,31.062,30.964,30.885,30.827,30.79,30.773,30.776,30.799,
"Korea, Rep.",KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.733,81.835,81.936,81.923,81.851,81.779,81.707,81.634,81.562,81.503,81.459,81.43,
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.67502226,77.97270692,78.26547052,78.55958882,78.84837159,79.129942,79.40570054,79.6747571,79.93635273,80.19216104,80.44510109,80.69911776,
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.893,29.475,30.064,30.66,31.264,31.872,32.487,33.108,33.736,34.368,35.004,35.645,
Lebanon,LBN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.042,87.187,87.334,87.484,87.636,87.79,87.947,88.106,88.266,88.429,88.593,88.758,
Liberia,LBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.088,47.445,47.813,48.193,48.583,48.985,49.397,49.82,50.254,50.697,51.151,51.615,
Libya,LBY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.632,77.837,78.052,78.277,78.512,78.756,79.009,79.27,79.54,79.817,80.102,80.393,
St. Lucia,LCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.131,19.213,18.45,18.45,18.45,18.461,18.482,18.515,18.558,18.612,18.678,18.754,
Latin America & Caribbean,LCN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.98385673,78.26703016,78.54569288,78.82517008,79.09954684,79.36749227,79.6300893,79.88691069,80.13737487,80.38274363,80.62479183,80.87055903,
Least developed countries: UN classification,LDC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.46522198,28.96116159,29.46531554,29.97677661,30.47767166,30.98073495,31.48869949,32.00126862,32.51851517,33.04053217,33.56806008,34.10135081,
