Grenada,GRD,Population growth (annual %),SP.POP.GROW,,0.252556556,0.315273995,0.418825074,0.528567764,0.606792314,0.671566786,0.67443316,0.637985514,0.602203221,0.554413883,0.52175283,0.491370693,
Greenland,GRL,Population growth (annual %),SP.POP.GROW,,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.024920344,-0.265609141,0.359917714,
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,
Guam,GUM,Population growth (annual %),SP.POP.GROW,,0.118911689,0.119398497,0.136818674,0.155419664,0.190185488,0.256552046,0.378940355,0.518477695,0.676102623,0.812883412,0.901084422,0.916352318,
Guyana,GUY,Population growth (annual %),SP.POP.GROW,,0.045938803,0.120572634,0.229502209,0.345263366,0.447252918,0.513111451,0.53787404,0.52939348,0.511309291,0.49851809,0.486803065,0.481762011,
High income,HIC,Population growth (annual %),SP.POP.GROW,,0.795185967,0.716790379,0.642043376,0.457309513,0.572453165,0.575760777,0.587498073,0.568071402,0.56092858,0.490447235,0.44771649,0.433729854,
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.748222905,0.799050247,0.75409492,
Honduras,HND,Population growth (annual %),SP.POP.GROW,,2.184288936,2.105493627,2.024510729,1.943145198,1.869298244,1.810108271,1.769416748,1.741494121,1.717638855,1.692228879,1.667103614,1.640648793,
Heavily indebted poor countries (HIPC),HPC,Population growth (annual %),SP.POP.GROW,,2.789978548,2.798080852,2.817216855,2.835859811,2.846526932,2.850510069,2.845865479,2.834158946,2.821060628,2.805975711,2.78329757,2.752202266,
Croatia,HRV,Population growth (annual %),SP.POP.GROW,,-0.011879458,-0.105027517,-0.226821271,-0.345264228,-0.305655945,-0.278509063,-0.407343185,-0.824099164,-0.698383457,-1.200610165,-0.893486928,-0.498888696,
Haiti,HTI,Population growth (annual %),SP.POP.GROW,,1.580356023,1.557952965,1.53214301,1.506269837,1.480132666,1.450208242,1.416131147,1.379519207,1.341320934,1.305066708,1.273996399,1.249899403,
